Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend
52,Female,Indian,Abu Dhabi,Tier 1,Single,Diploma,Employed Full-Time,8274,1,1,Monthly,Both,Food and Dining,5,2759,8,1,5.0,TikTok,0,0,24,111,9,5,2,2,0,1,1,0,1,1,9446
61,Male,Indian,Dubai,Tier 1,Married,Bachelors,Student,1615,0,1,Rarely,Both,Electronics,15,2671,5,1,6.8,YouTube,0,0,10,73,9,10,68,3,7,0,1,0,1,1,7190
57,Male,British,Ras Al Khaimah,Tier 3,Single,Diploma,Employed Full-Time,9496,0,1,Bi-Weekly,Both,Beauty,13,1328,1,1,2.8,TikTok,0,0,28,88,1,10,44,3,0,1,0,1,1,1,5672
39,Male,Egyptian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,16992,1,1,Daily,In-Store,Groceries,12,2228,9,0,4.4,Snapchat,1,1,19,124,2,2,38,6,2,1,1,0,0,0,5012
44,Male,Egyptian,Abu Dhabi,Tier 1,Single,High School,Student,1150,1,0,Daily,In-Store,Groceries,15,888,9,0,0.6,LinkedIn,0,0,0,166,1,0,60,7,8,1,0,1,0,0,951
52,Male,Other,Dubai,Tier 1,Married,High School,Employed Full-Time,16018,0,0,Weekly,Both,Beauty,19,1008,1,1,5.7,Snapchat,1,0,24,146,2,8,116,1,2,0,1,0,1,1,7793
18,Male,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12072,1,0,Monthly,Both,Sports,19,1450,9,1,2.0,TikTok,1,0,13,137,3,2,27,5,1,0,1,1,0,0,7822
52,Female,Indian,Abu Dhabi,Tier 1,Single,High School,Employed Part-Time,17348,1,1,Weekly,Both,Home and Living,10,1605,0,0,4.1,YouTube,1,1,28,128,2,0,91,3,0,1,1,0,1,0,5632
54,Female,Indian,Dubai,Tier 1,Single,Diploma,Employed Full-Time,17910,0,0,Weekly,Online,Food and Dining,17,1272,3,1,2.1,Instagram,0,0,20,38,6,10,15,7,0,0,0,1,0,1,8287
64,Female,Pakistani,Abu Dhabi,Tier 1,Married,High School,Student,2945,0,0,Monthly,Online,Groceries,16,888,9,0,0.7,Snapchat,1,1,28,149,4,1,39,3,9,0,0,0,0,1,2893
31,Male,Pakistani,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,20065,0,0,Weekly,Online,Beauty,5,2318,1,0,4.1,Twitter X,1,1,23,71,5,2,38,3,2,1,1,0,0,0,7723
20,Female,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,24821,0,1,Monthly,Online,Luxury,4,2093,9,1,3.7,Instagram,1,0,12,140,10,7,54,6,5,0,0,1,0,1,10372
18,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15818,1,1,Weekly,Both,Groceries,10,1483,8,0,3.7,Facebook,0,1,14,36,9,7,63,6,6,0,0,1,0,1,6271
22,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,22787,0,1,Daily,Online,Beauty,6,2740,1,1,2.1,Instagram,0,0,22,122,2,1,58,7,5,1,1,0,0,1,9134
43,Male,Filipino,Ajman,Tier 3,Married,Masters,Self-Employed,10887,1,1,Weekly,In-Store,Sports,11,1218,8,1,7.6,Instagram,1,0,20,11,3,5,62,3,5,1,1,0,1,0,5746
31,Female,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,14856,0,1,Rarely,Online,Travel,11,2585,0,1,0.5,Instagram,1,1,7,128,10,1,78,2,8,1,0,0,1,1,9519
56,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Student,1297,1,0,Bi-Weekly,Online,Groceries,16,2949,6,0,7.2,YouTube,0,0,14,27,1,6,18,1,3,1,1,1,1,1,4454
44,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,4728,1,0,Weekly,Online,Beauty,14,2451,5,1,6.0,LinkedIn,1,0,12,74,2,9,29,4,4,1,1,0,0,0,1500
26,Male,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,5287,0,1,Bi-Weekly,Both,Food and Dining,19,997,5,1,1.8,Instagram,1,1,0,81,1,10,71,7,0,1,1,0,1,0,2893
32,Male,Emirati,Sharjah,Tier 2,Married,Diploma,Employed Full-Time,8001,1,1,Monthly,Both,Electronics,4,210,1,1,4.0,Instagram,0,0,10,107,9,10,57,5,3,0,1,1,1,1,3065
32,Male,Other,Dubai,Tier 1,Divorced,Masters,Self-Employed,29468,0,0,Weekly,Both,Groceries,5,513,0,0,7.9,TikTok,1,1,19,65,3,2,102,0,9,0,1,1,0,1,12488
43,Male,Emirati,Sharjah,Tier 2,Divorced,Bachelors,Self-Employed,5375,1,1,Monthly,Both,Home and Living,19,2312,9,1,5.3,Snapchat,0,0,14,162,3,7,24,4,5,0,1,0,0,0,2429
59,Female,Pakistani,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,18970,1,1,Weekly,Both,Electronics,17,2677,7,1,1.5,LinkedIn,1,0,20,127,7,2,38,1,6,0,0,0,1,0,11013
30,Male,Filipino,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,16078,1,0,Weekly,In-Store,Home and Living,18,2025,7,0,3.9,YouTube,1,1,3,34,1,9,6,3,1,1,0,1,1,0,7315
49,Female,Other,Dubai,Tier 1,Single,Diploma,Employed Full-Time,4024,0,1,Bi-Weekly,Online,Electronics,8,1265,1,0,4.0,Facebook,1,0,5,64,9,5,20,4,9,1,1,0,1,0,5046
56,Female,Indian,Ajman,Tier 3,Married,Bachelors,Employed Part-Time,21538,0,0,Weekly,Online,Travel,4,2585,3,0,6.5,Snapchat,0,0,24,17,7,0,118,3,5,1,1,1,1,1,8069
49,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,1126,1,0,Rarely,Online,Luxury,18,2322,3,1,7.4,Instagram,1,1,11,179,9,7,42,7,2,1,1,1,0,1,4808
21,Female,Emirati,Dubai,Tier 1,Single,Masters,Employed Full-Time,31677,1,0,Daily,Online,Electronics,11,758,1,0,1.1,Instagram,0,1,0,105,8,6,100,5,6,1,0,0,1,0,7654
47,Male,Indian,Dubai,Tier 1,Married,Diploma,Employed Full-Time,19583,0,1,Monthly,Online,Electronics,14,210,8,1,2.9,Snapchat,1,1,9,89,5,0,74,2,8,1,1,0,0,0,1767
54,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,8706,1,1,Weekly,Online,Sports,13,1834,3,1,2.7,Snapchat,1,1,26,108,3,6,22,7,3,1,1,0,1,0,5480
40,Male,Egyptian,Fujairah,Tier 3,Single,Bachelors,Self-Employed,17663,1,1,Monthly,Both,Groceries,16,1994,3,0,8.0,LinkedIn,0,1,17,176,9,10,33,2,7,1,1,0,1,1,7672
56,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,19844,1,1,Daily,Both,Home and Living,12,2552,3,0,4.7,TikTok,0,1,0,139,5,4,87,5,9,0,1,0,0,1,5401
62,Female,Emirati,Dubai,Tier 1,Married,High School,Employed Full-Time,13412,0,1,Rarely,Online,Fashion,9,2642,4,0,7.1,Instagram,0,1,6,148,9,1,46,5,5,1,1,1,0,1,6976
32,Male,Jordanian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,22540,1,0,Weekly,Both,Fashion,7,2126,9,0,3.7,TikTok,0,1,29,68,3,0,114,1,2,1,0,1,1,0,5734
60,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Part-Time,16547,1,0,Monthly,Both,Fashion,10,816,7,0,5.9,YouTube,1,0,1,162,6,1,54,5,2,1,0,1,0,0,6891
46,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,11943,0,0,Bi-Weekly,Online,Fashion,17,2077,3,1,2.6,Twitter X,1,0,24,42,2,5,105,4,2,1,1,0,1,1,6921
53,Female,Indian,Abu Dhabi,Tier 1,Married,High School,Self-Employed,12911,1,1,Bi-Weekly,Both,Groceries,18,234,2,0,7.3,Instagram,1,0,7,169,3,1,42,2,3,0,0,0,0,0,3111
30,Male,Other,Dubai,Tier 1,Single,High School,Employed Full-Time,11486,1,0,Weekly,Online,Sports,7,1946,0,1,3.9,LinkedIn,0,1,25,145,2,5,51,5,1,1,1,1,1,1,7082
49,Male,Indian,Ras Al Khaimah,Tier 3,Married,Bachelors,Employed Full-Time,5105,1,1,Monthly,Online,Beauty,3,2454,1,1,6.5,TikTok,0,0,0,12,2,7,68,1,4,1,1,0,0,0,2735
24,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,7769,0,1,Weekly,In-Store,Home and Living,15,2589,3,1,2.4,TikTok,1,0,18,68,5,7,85,7,7,1,1,0,1,1,7517
39,Male,Lebanese,Dubai,Tier 1,Married,Masters,Employed Full-Time,30263,0,0,Monthly,In-Store,Beauty,16,782,8,1,5.7,TikTok,1,0,5,41,10,5,56,6,6,1,1,0,0,1,8145
45,Female,Emirati,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,14112,1,1,Bi-Weekly,Online,Groceries,17,1905,0,0,3.5,Snapchat,1,0,10,142,4,4,77,1,8,1,0,0,0,0,6612
19,Male,Other,Abu Dhabi,Tier 1,Divorced,High School,Employed Full-Time,15271,0,1,Rarely,In-Store,Fashion,13,1671,5,1,0.7,Snapchat,1,0,18,4,4,3,42,6,2,1,0,1,1,1,3874
59,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,8731,1,0,Bi-Weekly,Both,Groceries,3,627,5,0,3.6,Facebook,1,1,24,126,8,5,13,6,3,0,1,0,0,0,3612
62,Female,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,15361,0,1,Weekly,Both,Home and Living,5,2211,9,0,4.6,Snapchat,1,1,27,77,6,4,54,1,7,1,0,1,0,1,6266
23,Male,Jordanian,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,20087,1,0,Bi-Weekly,Both,Sports,9,427,2,1,1.6,Instagram,1,0,9,74,10,9,12,4,9,1,0,0,0,1,5539
45,Male,British,Abu Dhabi,Tier 1,Married,Masters,Student,891,0,1,Daily,Both,Beauty,18,1358,9,0,1.9,Instagram,1,1,15,142,2,3,88,5,2,0,1,0,0,0,1853
45,Male,Egyptian,Ajman,Tier 3,Single,High School,Employed Part-Time,18041,1,0,Weekly,Both,Home and Living,11,146,8,0,4.0,LinkedIn,0,0,15,9,1,5,35,4,0,1,1,0,0,0,1854
61,Male,Indian,Dubai,Tier 1,Married,Masters,Self-Employed,11237,1,1,Weekly,Online,Fashion,11,891,9,0,3.1,Facebook,0,1,9,171,5,8,83,1,1,1,0,1,1,0,2917
61,Female,Pakistani,Dubai,Tier 1,Married,Bachelors,Student,4481,0,1,Monthly,Both,Travel,16,2221,2,0,3.8,TikTok,1,0,17,148,7,8,9,0,9,1,0,0,0,1,5298
37,Male,Lebanese,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,7330,1,1,Monthly,Both,Travel,8,205,0,1,4.0,Instagram,0,0,21,1,5,7,13,7,9,1,1,0,0,1,2688
47,Female,Indian,Fujairah,Tier 3,Married,PhD,Self-Employed,38136,0,0,Daily,Online,Groceries,2,2207,1,1,1.6,Instagram,1,0,17,108,4,9,22,6,7,0,1,0,1,1,14335
28,Female,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,16643,0,0,Bi-Weekly,In-Store,Beauty,10,102,3,1,1.9,TikTok,1,1,2,93,5,0,40,6,6,0,1,0,1,1,4185
45,Female,Emirati,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,29471,1,0,Weekly,In-Store,Home and Living,6,1752,3,1,6.9,Instagram,0,1,11,72,10,8,36,5,3,1,1,1,0,1,8187
42,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,22254,1,0,Weekly,Online,Beauty,4,2685,1,0,1.7,TikTok,1,0,9,17,8,4,117,5,7,0,1,1,0,1,12229
56,Male,Other,Ras Al Khaimah,Tier 3,Single,Bachelors,Employed Full-Time,7621,0,0,Daily,Online,Travel,5,775,9,1,5.5,Twitter X,1,0,27,89,5,10,92,4,2,1,1,0,0,1,4613
50,Female,Pakistani,Ajman,Tier 3,Married,Masters,Employed Full-Time,29237,1,1,Monthly,Online,Sports,11,1767,5,0,3.6,TikTok,0,0,15,20,9,2,41,4,0,1,1,0,1,0,11331
18,Female,Other,Dubai,Tier 1,Married,Masters,Employed Full-Time,22811,1,0,Rarely,Both,Sports,12,1463,5,0,7.8,LinkedIn,1,1,24,59,10,7,7,0,3,0,1,1,1,1,8972
44,Female,Pakistani,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,28229,0,1,Weekly,Online,Beauty,16,94,2,1,1.0,Facebook,1,1,8,141,7,7,94,4,5,1,1,0,0,1,9519
30,Male,British,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12503,0,1,Weekly,Online,Electronics,14,985,0,1,6.7,Instagram,0,1,29,121,2,8,95,4,5,0,0,0,1,1,4385
58,Male,Indian,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,21158,1,1,Weekly,Online,Electronics,14,1736,9,0,4.2,Facebook,1,1,17,77,9,1,117,5,3,1,1,0,1,1,9067
20,Female,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,33040,1,1,Rarely,Both,Fashion,15,1190,8,0,0.5,Instagram,0,0,12,175,2,9,55,2,7,1,1,1,0,0,4569
56,Female,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,33950,0,0,Daily,Both,Fashion,8,2219,3,0,2.5,Facebook,1,1,23,50,6,3,75,0,8,0,1,0,1,1,8983
23,Female,Indian,Fujairah,Tier 3,Single,High School,Employed Full-Time,17761,1,1,Bi-Weekly,In-Store,Food and Dining,5,2579,8,1,3.6,Instagram,0,0,13,94,8,9,94,6,1,0,1,0,1,1,7645
25,Female,Filipino,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,14023,1,0,Monthly,Online,Groceries,9,2775,4,1,2.9,TikTok,0,0,18,168,2,1,79,2,2,1,0,0,1,0,4412
44,Female,Other,Dubai,Tier 1,Single,Masters,Employed Full-Time,26847,0,0,Weekly,In-Store,Travel,16,1473,6,0,3.2,Snapchat,1,1,13,135,6,5,13,5,7,1,1,0,0,1,11500
26,Male,Egyptian,Dubai,Tier 1,Married,Bachelors,Student,1966,1,1,Bi-Weekly,Both,Luxury,3,1734,2,1,7.4,Instagram,0,0,1,55,5,0,99,7,0,1,1,1,0,0,3078
54,Male,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,9939,1,0,Daily,Both,Luxury,12,549,2,0,3.2,Instagram,0,0,10,51,7,9,99,0,0,0,1,0,0,0,2923
50,Male,Emirati,Dubai,Tier 1,Divorced,Masters,Employed Full-Time,17260,1,0,Monthly,Both,Fashion,7,123,7,1,3.6,TikTok,1,1,25,76,10,2,20,0,6,0,1,0,0,1,5819
59,Male,Indian,Dubai,Tier 1,Married,Bachelors,Self-Employed,6846,1,1,Weekly,Online,Groceries,17,2246,0,0,6.2,TikTok,0,0,7,130,5,1,107,0,9,1,0,0,1,1,4882
61,Female,Filipino,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,10817,1,0,Rarely,Online,Fashion,15,1610,7,1,6.5,LinkedIn,1,1,2,14,3,6,58,4,6,0,0,0,0,0,6920
41,Male,Lebanese,Ajman,Tier 3,Single,Masters,Employed Full-Time,11915,1,1,Rarely,Online,Food and Dining,15,941,7,0,1.1,Instagram,1,0,14,106,6,7,23,1,6,0,1,0,0,1,2589
32,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Student,1219,0,1,Monthly,Both,Travel,12,1939,2,0,5.8,TikTok,0,0,12,145,7,1,53,3,4,1,0,1,0,0,2873
49,Male,Emirati,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,30006,0,1,Bi-Weekly,In-Store,Fashion,2,1127,0,0,4.1,TikTok,0,0,7,77,1,8,37,1,6,1,0,1,0,1,7868
49,Male,Filipino,Dubai,Tier 1,Divorced,Bachelors,Student,3972,1,1,Monthly,Both,Fashion,8,1296,8,1,1.5,TikTok,1,0,12,129,8,10,20,4,8,1,1,0,0,1,4578
41,Male,Pakistani,Sharjah,Tier 2,Married,Bachelors,Employed Part-Time,7331,1,1,Weekly,Both,Beauty,5,522,3,1,2.5,Snapchat,0,0,15,119,8,0,19,4,5,1,0,0,0,1,3589
58,Male,Egyptian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,13081,0,1,Weekly,Both,Fashion,3,1389,6,1,0.8,Instagram,1,0,21,111,4,1,108,6,5,1,0,1,1,1,3607
29,Female,Filipino,Abu Dhabi,Tier 1,Married,Diploma,Employed Full-Time,21762,1,1,Daily,Online,Luxury,1,2267,8,0,3.2,Twitter X,0,1,0,1,8,2,18,6,2,0,1,1,1,0,11404
56,Male,British,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,24968,1,0,Bi-Weekly,Online,Luxury,16,750,2,0,2.4,Snapchat,0,0,29,111,3,1,68,3,6,1,0,0,1,1,5191
19,Female,Egyptian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,8275,0,0,Monthly,Both,Sports,10,2129,4,0,3.4,Instagram,0,0,1,26,5,0,61,4,5,1,1,0,0,1,7145
20,Male,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,14556,1,1,Rarely,Both,Sports,10,102,9,1,4.9,Snapchat,1,0,12,116,3,7,72,0,4,1,1,1,0,1,4869
54,Male,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,17555,1,1,Monthly,In-Store,Beauty,11,188,2,1,6.0,Snapchat,1,1,28,174,2,0,46,7,2,1,1,0,0,0,7569
34,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,20615,0,1,Monthly,Both,Groceries,12,1447,4,1,5.0,TikTok,1,0,13,13,5,4,94,2,2,0,1,0,0,1,5151
19,Female,British,Ajman,Tier 3,Married,High School,Employed Full-Time,14004,1,0,Rarely,Online,Luxury,8,2187,1,1,5.6,Instagram,1,0,1,34,8,10,48,2,5,1,0,0,0,1,2774
19,Female,Pakistani,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,9422,1,1,Rarely,Online,Travel,5,877,3,0,7.0,Instagram,0,1,15,62,9,5,20,0,5,1,1,0,0,1,2852
45,Male,Filipino,Sharjah,Tier 2,Married,Bachelors,Student,3291,1,1,Bi-Weekly,In-Store,Electronics,9,2133,1,1,7.1,TikTok,0,0,13,73,5,6,72,6,4,1,1,0,0,1,6343
40,Male,Other,Ras Al Khaimah,Tier 3,Married,Masters,Employed Full-Time,23874,1,1,Weekly,Both,Groceries,11,1298,2,0,7.0,Instagram,0,1,6,51,3,2,69,7,2,0,1,0,1,0,9365
54,Female,Other,Dubai,Tier 1,Married,Masters,Employed Full-Time,22651,0,0,Bi-Weekly,Both,Electronics,15,603,4,0,1.6,Snapchat,0,1,21,41,3,10,105,1,1,0,1,1,0,0,4024
49,Male,Lebanese,Dubai,Tier 1,Divorced,Bachelors,Unemployed,813,0,1,Bi-Weekly,In-Store,Luxury,17,789,8,0,2.4,Facebook,0,1,13,55,8,6,34,2,3,0,0,1,0,1,1504
50,Male,Filipino,Ras Al Khaimah,Tier 3,Single,Bachelors,Employed Full-Time,17598,1,1,Bi-Weekly,Online,Fashion,11,318,2,0,4.3,LinkedIn,1,1,17,156,3,7,104,7,3,1,0,1,0,1,4961
18,Female,American,Dubai,Tier 1,Married,Masters,Employed Full-Time,14409,1,0,Rarely,Online,Sports,13,959,9,1,3.2,Facebook,1,0,16,94,9,9,7,0,9,0,1,1,0,1,5841
36,Female,Filipino,Ras Al Khaimah,Tier 3,Divorced,Masters,Self-Employed,10547,0,0,Rarely,Both,Groceries,17,235,5,0,1.5,Facebook,1,1,4,135,10,2,50,1,1,1,1,0,1,0,2411
19,Male,Jordanian,Fujairah,Tier 3,Married,Bachelors,Self-Employed,7741,1,0,Weekly,Online,Luxury,7,918,3,1,2.7,Snapchat,0,1,10,2,1,4,53,7,8,1,1,0,1,1,3151
61,Female,Pakistani,Abu Dhabi,Tier 1,Married,PhD,Employed Full-Time,47517,1,1,Weekly,Both,Beauty,9,2521,3,1,7.8,YouTube,0,0,17,2,1,0,86,5,2,1,1,1,1,1,7383
43,Female,Other,Sharjah,Tier 2,Single,High School,Employed Full-Time,24607,1,0,Weekly,Both,Groceries,18,882,9,0,3.1,Instagram,0,1,15,156,5,8,73,2,0,1,0,0,1,1,10876
49,Male,Other,Sharjah,Tier 2,Single,High School,Self-Employed,5551,1,1,Weekly,Both,Groceries,18,1462,9,0,3.6,Instagram,1,1,25,54,4,7,11,0,4,1,1,0,0,1,3377
23,Female,American,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,10306,1,1,Weekly,Both,Groceries,10,1539,4,1,0.5,Instagram,0,1,9,94,3,2,76,2,9,1,1,0,0,0,3154
49,Female,Indian,Dubai,Tier 1,Single,PhD,Student,4060,1,1,Monthly,In-Store,Luxury,12,2966,6,1,5.9,TikTok,0,0,5,58,1,3,8,2,2,1,1,0,1,1,3120
21,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,7322,0,1,Bi-Weekly,Both,Sports,18,1065,3,0,3.6,Instagram,1,1,13,175,7,0,32,7,5,0,0,0,1,0,4833
28,Male,Jordanian,Dubai,Tier 1,Married,Masters,Employed Full-Time,29368,0,1,Bi-Weekly,Online,Fashion,9,491,7,1,1.3,Instagram,0,1,1,61,1,0,63,7,0,1,1,1,0,1,5109
34,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,11997,1,1,Weekly,In-Store,Beauty,9,88,8,0,7.8,TikTok,1,0,28,104,6,5,55,2,9,0,1,0,1,1,2710
55,Female,Jordanian,Dubai,Tier 1,Married,Bachelors,Self-Employed,16466,1,1,Bi-Weekly,In-Store,Electronics,10,1694,8,1,6.3,YouTube,0,1,26,168,10,5,59,7,3,1,0,0,1,0,10365
41,Male,Pakistani,Dubai,Tier 1,Married,Bachelors,Student,1305,1,1,Monthly,Online,Luxury,1,1599,8,1,5.9,YouTube,0,0,8,18,2,8,63,3,0,1,1,1,1,0,3893
22,Female,Pakistani,Dubai,Tier 1,Married,Masters,Employed Part-Time,11250,1,0,Monthly,Both,Fashion,11,215,1,0,7.7,Facebook,1,1,27,142,4,4,17,1,0,1,0,1,0,1,2181
51,Female,Other,Sharjah,Tier 2,Married,High School,Student,714,1,1,Weekly,Both,Travel,14,1985,2,0,3.6,TikTok,1,0,12,25,8,2,26,2,9,1,0,1,0,1,2396
23,Male,Egyptian,Fujairah,Tier 3,Married,Bachelors,Employed Full-Time,6739,1,0,Monthly,Online,Home and Living,10,1518,4,0,5.9,LinkedIn,1,0,20,138,3,5,51,6,7,0,1,1,0,1,3602
39,Female,Filipino,Fujairah,Tier 3,Married,Bachelors,Employed Full-Time,8167,1,1,Weekly,Online,Beauty,14,492,0,0,2.0,LinkedIn,0,0,22,100,9,7,33,7,9,0,1,0,0,1,4101
28,Male,Filipino,Abu Dhabi,Tier 1,Married,Masters,Student,1096,1,1,Monthly,Online,Fashion,19,380,3,1,5.7,YouTube,0,0,19,48,5,6,26,6,3,1,1,0,0,1,1696
33,Female,Indian,Ajman,Tier 3,Single,Bachelors,Student,2217,0,1,Weekly,In-Store,Electronics,10,1042,4,0,0.6,Facebook,0,0,11,176,6,10,22,6,9,1,0,1,0,0,841
50,Female,Lebanese,Sharjah,Tier 2,Married,Bachelors,Student,1855,1,0,Monthly,Both,Beauty,17,1408,8,1,1.4,Instagram,1,0,1,53,2,9,67,7,2,1,0,0,1,0,2957
26,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,8231,1,0,Daily,In-Store,Beauty,2,1185,7,0,3.7,Instagram,0,1,2,137,1,2,95,0,5,1,0,1,1,0,2928
23,Male,Other,Abu Dhabi,Tier 1,Married,Diploma,Employed Full-Time,23161,1,0,Bi-Weekly,Online,Electronics,14,1819,0,1,0.6,YouTube,1,0,12,139,5,0,78,3,9,0,1,0,1,1,7064
33,Male,Other,Dubai,Tier 1,Single,Masters,Employed Full-Time,29153,1,1,Bi-Weekly,Online,Luxury,18,2811,2,1,4.0,Instagram,1,1,20,27,1,3,82,4,8,1,1,1,1,0,12048
46,Male,Indian,Ras Al Khaimah,Tier 3,Married,Masters,Student,3937,0,1,Weekly,Online,Groceries,2,2932,2,1,4.4,TikTok,1,0,0,59,4,5,98,4,5,1,1,1,1,0,8295
20,Male,American,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,4905,1,0,Rarely,In-Store,Fashion,19,2236,5,0,5.2,TikTok,0,1,27,141,8,3,104,1,0,1,0,1,0,1,4923
37,Male,Filipino,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,4529,0,0,Daily,Online,Luxury,8,1852,3,1,1.3,Instagram,0,0,19,139,2,4,63,0,7,1,0,0,1,1,2375
53,Female,Indian,Abu Dhabi,Tier 1,Divorced,PhD,Self-Employed,24610,1,0,Rarely,Online,Travel,6,1857,3,0,1.9,LinkedIn,0,0,28,57,6,9,17,6,0,0,1,1,1,0,9069
36,Male,Other,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,19001,0,1,Weekly,Online,Fashion,7,1239,0,1,5.1,TikTok,1,1,3,110,10,6,41,3,2,1,1,0,0,1,8456
43,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Self-Employed,8618,1,0,Monthly,In-Store,Luxury,13,1487,9,1,5.4,Instagram,0,0,17,106,5,4,76,6,8,1,0,1,0,1,3846
20,Female,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,24105,1,1,Monthly,In-Store,Home and Living,2,1242,3,1,0.7,YouTube,0,1,24,24,1,4,39,0,3,0,1,0,1,1,7599
36,Male,Filipino,Dubai,Tier 1,Married,PhD,Self-Employed,49062,1,1,Weekly,Both,Food and Dining,7,2866,0,1,4.6,TikTok,1,1,12,177,8,1,33,7,7,1,1,0,0,1,14857
37,Female,Filipino,Sharjah,Tier 2,Single,Bachelors,Employed Part-Time,20956,1,1,Weekly,Both,Fashion,1,2221,4,0,6.4,LinkedIn,0,0,5,168,5,0,32,7,8,1,1,1,0,0,10201
49,Female,Filipino,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,21027,1,0,Bi-Weekly,Both,Food and Dining,6,2979,2,0,1.0,TikTok,0,1,24,79,9,3,21,7,7,1,1,0,0,1,7873
24,Female,American,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,19322,1,0,Monthly,Online,Fashion,16,810,9,0,3.6,Facebook,0,0,5,84,2,10,53,3,5,0,1,0,0,1,7270
58,Male,Egyptian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,24455,0,1,Rarely,Online,Groceries,8,1822,4,1,2.9,Instagram,0,1,14,2,6,9,64,5,8,0,1,0,1,1,5740
